Time,,ID,RX/TX,Length,
5.094089,1,641,Rx d,8,01205900046
5.094221,1,642,Rx d,8,0007DFF6AF060
5.094356,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.094457,1,470,Rx d,6,0190433E8
5.094582,1,501,Rx d,8,20000000
5.094703,1,652,Rx d,8,00F060FF000
5.094857,1,655,Rx d,8,0180297FFF7FFF
5.094993,1,656,Rx d,8,7FFF00FFFF00
5.09513,1,657,Rx d,8,FFE77FFFFFFF00
5.09527,1,658,Rx d,8,00A013E000
5.095407,1,659,Rx d,8,FFFFFFFF0000
5.095525,1,502,Rx d,8,208E008E8E8E
5.095647,1,630,Rx d,8,01FFFF0A9D00
5.095784,1,631,Rx d,8,00010100010
5.095923,1,632,Rx d,8,7FFF7FFF0110
5.096059,1,633,Rx d,8,104F010000
5.096201,1,634,Rx d,8,07FFFFFFF000
5.096337,1,635,Rx d,8,7FFFFFFF1100
5.09646,1,2A,Rx d,8,1100000C20
5.096563,1,470,Rx d,6,01205B3E0
5.096684,1,503,Rx d,8,23E43D3E434
5.096806,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.096931,1,460,Rx d,8,000001700
5.09705,1,460,Rx d,8,154C7DC7F77F
5.097175,1,644,Rx d,8,0000010016
5.097295,1,460,Rx d,8,29068601800
5.09742,1,504,Rx d,8,811000011
5.097544,1,645,Rx d,8,00000007F
5.097685,1,646,Rx d,8,007FFF7FFF00
5.097823,1,647,Rx d,8,007FFF7FFF00
5.097961,1,648,Rx d,8,00000000
5.098099,1,670,Rx d,8,1000000A00
5.09823,1,671,Rx d,8,F060FB500100
5.098366,1,672,Rx d,8,00000000
5.098467,1,470,Rx d,6,00A04B3D7
5.098589,1,118,Rx d,8,09018181900
5.098711,1,505,Rx d,8,23B3B00000
5.098833,1,119,Rx d,8,007FFF1096
5.098929,1,11A,Rx d,3,000
5.099064,1,29,Rx d,8,00000000
5.100301,1,470,Rx d,6,02103C3D7
5.100452,1,E9,Rx d,8,06FFFFF25FE3A0
5.100732,1,471,Rx d,6,000000
5.102303,1,470,Rx d,6,00A03C3D7
5.103407,1,500,Rx d,8,301765009A820
5.103972,1,640,Rx d,8,003D70F6057
5.104107,1,641,Rx d,8,01205900046
5.104242,1,642,Rx d,8,0007CFF6AF060
5.104345,1,470,Rx d,6,01902C3F8
5.104467,1,501,Rx d,8,30010000
5.104591,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.104726,1,652,Rx d,8,00F060FF000
5.104877,1,655,Rx d,8,0180297FFF7FFF
5.105013,1,656,Rx d,8,7FFF00FFFF00
5.105149,1,657,Rx d,8,FFEB7FFFFFFF00
5.105286,1,658,Rx d,8,00A093D700
5.105412,1,502,Rx d,8,30000000
5.105537,1,659,Rx d,8,FFFFFFFF0000
5.105669,1,630,Rx d,8,01FFFF0A9E00
5.105803,1,631,Rx d,8,00010100010
5.105939,1,632,Rx d,8,7FFF7FFF0110
5.106071,1,633,Rx d,8,104F010000
5.106207,1,634,Rx d,8,07FFFFFFF000
5.10634,1,635,Rx d,8,7FFFFFFF1100
5.10644,1,470,Rx d,6,01904B3CF
5.106561,1,503,Rx d,8,323D3E03E3E3E
5.106684,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.107414,1,504,Rx d,8,C01111100
5.108292,1,470,Rx d,6,00A04B3B7
5.108489,1,7F5,Rx d,8,0FF00000FF
5.108699,1,471,Rx d,6,010000
5.110296,1,470,Rx d,6,01203C3E0
5.110549,1,E9,Rx d,8,1FE1F1FFEFEFEFE
5.112285,1,470,Rx d,6,01203C3D7
5.113414,1,500,Rx d,8,400000000
5.114017,1,640,Rx d,8,003D70F6057
5.114153,1,641,Rx d,8,01205900046
5.114287,1,642,Rx d,8,0007CFF6AF060
5.11439,1,470,Rx d,6,FFFC0533E0
5.114516,1,501,Rx d,8,40000000
5.114638,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.114772,1,652,Rx d,8,00F060FF000
5.11491,1,655,Rx d,8,0180297FFF7FFF
5.115046,1,656,Rx d,8,7FFF00FFFF00
5.115182,1,657,Rx d,8,FFEB7FFFFFFF00
5.115319,1,658,Rx d,8,00A093B700
5.115445,1,502,Rx d,8,40000000
5.115568,1,659,Rx d,8,FFFFFFFF0000
5.115703,1,630,Rx d,8,01FFFF0A9D00
5.115854,1,631,Rx d,8,00010100010
5.115993,1,632,Rx d,8,7FFF7FFF0110
5.116128,1,633,Rx d,8,104F010000
5.116267,1,634,Rx d,8,07FFFFFFF000
5.11637,1,470,Rx d,6,00A0343E0
5.116493,1,503,Rx d,8,43E3E00000
5.116616,1,635,Rx d,8,7FFFFFFF1100
5.11675,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.116875,1,460,Rx d,8,000001700
5.116992,1,2A,Rx d,8,01747906D0D98
5.117112,1,460,Rx d,8,154C7DC7F77F
5.117218,1,471,Rx d,6,000000
5.117338,1,460,Rx d,8,29068601800
5.117462,1,644,Rx d,8,0000010016
5.117601,1,645,Rx d,8,00000007F
5.11774,1,646,Rx d,8,007FFF7FFF00
5.117881,1,647,Rx d,8,007FFF7FFF00
5.118026,1,648,Rx d,8,00000000
5.118162,1,670,Rx d,8,1000000A00
5.118294,1,671,Rx d,8,F060FB500100
5.118397,1,470,Rx d,6,01202C3E0
5.118523,1,672,Rx d,8,00000000
5.118656,1,118,Rx d,8,09018181900
5.118788,1,119,Rx d,8,007FFF1096
5.118876,1,11A,Rx d,3,000
5.119013,1,29,Rx d,8,00000000
5.120279,1,470,Rx d,6,01203C3E0
5.120633,1,E9,Rx d,8,200FF453FF0
5.122276,1,470,Rx d,6,01204B3D7
5.123421,1,500,Rx d,8,00000000
5.124008,1,640,Rx d,8,003D70F5057
5.124143,1,641,Rx d,8,01205900046
5.124275,1,642,Rx d,8,0007DFF6AF060
5.12438,1,470,Rx d,6,02103C3E0
5.124504,1,501,Rx d,8,00000000
5.124628,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.124733,1,471,Rx d,6,010000
5.124855,1,652,Rx d,8,00F060FF000
5.124991,1,655,Rx d,8,0180297FFF7FFF
5.125129,1,656,Rx d,8,7FFF00FFFF00
5.125264,1,657,Rx d,8,FFEB7FFFFFFF00
5.125402,1,658,Rx d,8,012FFEA3E000
5.125522,1,502,Rx d,8,000008E08E
5.125647,1,659,Rx d,8,FFFFFFFF0000
5.12578,1,630,Rx d,8,01FFFF0A9D00
5.125917,1,631,Rx d,8,00010100010
5.126032,1,E0,Rx d,8,DF2E012E612E612
5.126157,1,632,Rx d,8,7FFF7FFF0110
5.12629,1,633,Rx d,8,104F010000
5.126393,1,470,Rx d,6,0203C3F0
5.126513,1,503,Rx d,8,03E3E00121112
5.126638,1,634,Rx d,8,07FFFFFFF000
5.126772,1,635,Rx d,8,7FFFFFFF1100
5.126908,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.127416,1,504,Rx d,8,11000001
5.12827,1,470,Rx d,6,01903C3E8
5.128402,1,505,Rx d,8,03B3B3C3C3C3B3A
5.128527,1,7F5,Rx d,8,0FF00000FF
5.130264,1,470,Rx d,6,01204B3CF
5.130712,1,E9,Rx d,8,363644100026
5.132264,1,470,Rx d,6,00A04B3E0
5.132658,1,471,Rx d,6,010000
5.133424,1,500,Rx d,8,100000000
5.133976,1,640,Rx d,8,003D70F6057
5.13411,1,641,Rx d,8,01205900046
5.134245,1,642,Rx d,8,0007CFF6AF060
5.134347,1,470,Rx d,6,0120343BF
5.134473,1,501,Rx d,8,10000000
5.134596,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.13473,1,652,Rx d,8,00F060FF000
5.134876,1,655,Rx d,8,0180297FFF7FFF
5.135013,1,656,Rx d,8,7FFF00FFFF00
5.135151,1,657,Rx d,8,FFEB7FFFFFFF00
5.135286,1,658,Rx d,8,019FFFA3E800
5.135412,1,502,Rx d,8,1008E0300
5.135537,1,659,Rx d,8,FFFFFFFF0000
5.135669,1,630,Rx d,8,01FFFF0A9D00
5.135805,1,631,Rx d,8,00010100010
5.135951,1,632,Rx d,8,7FFF7FFF0110
5.136086,1,633,Rx d,8,104F010000
5.136225,1,634,Rx d,8,07FFFFFFF000
5.136326,1,470,Rx d,6,00A04B3D7
5.136447,1,503,Rx d,8,13E3D403E43D
5.13657,1,635,Rx d,8,7FFFFFFF1100
5.136709,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.136866,1,644,Rx d,8,0000010016
5.136991,1,460,Rx d,8,000001700
5.13711,1,460,Rx d,8,154C7DC7F77F
5.137235,1,645,Rx d,8,00000007F
5.137355,1,460,Rx d,8,29068601800
5.137477,1,2A,Rx d,8,1100000C20
5.137601,1,504,Rx d,8,410010110
5.137726,1,646,Rx d,8,007FFF7FFF00
5.137882,1,647,Rx d,8,007FFF7FFF00
5.138024,1,648,Rx d,8,00000000
5.138163,1,670,Rx d,8,1000000A00
5.138295,1,671,Rx d,8,F060FB500100
5.138396,1,470,Rx d,6,01904B3F0
5.13851,1,505,Rx d,8,13B3B3B3B3B3B3B
5.138636,1,672,Rx d,8,00000000
5.138769,1,118,Rx d,8,09018181900
5.138906,1,119,Rx d,8,007FFF1096
5.138994,1,11A,Rx d,3,000
5.139132,1,29,Rx d,8,00000000
5.140252,1,470,Rx d,6,00A03C3F0
5.14064,1,471,Rx d,6,020000
5.142252,1,470,Rx d,6,00A05B3E0
5.143832,1,640,Rx d,8,003D70F6057
5.143967,1,641,Rx d,8,01205900046
5.144098,1,642,Rx d,8,0007DFF6AF060
5.144234,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.144337,1,470,Rx d,6,02106B3E8
5.144462,1,501,Rx d,8,20000000
5.144583,1,652,Rx d,8,00F060FF000
5.144719,1,655,Rx d,8,0180297FFF7FFF
5.144879,1,656,Rx d,8,7FFF00FFFF00
5.145016,1,657,Rx d,8,FFEB7FFFFFFF00
5.145151,1,658,Rx d,8,019093F000
5.145288,1,659,Rx d,8,FFFFFFFF0000
5.145408,1,502,Rx d,8,208E008E8E8E
5.145529,1,630,Rx d,8,01FFFF0A9D00
5.145664,1,631,Rx d,8,00010100010
5.145799,1,632,Rx d,8,7FFF7FFF0110
5.145952,1,633,Rx d,8,104F010000
5.146091,1,634,Rx d,8,07FFFFFFF000
5.146225,1,635,Rx d,8,7FFFFFFF1100
5.146327,1,470,Rx d,6,00A03C3E0
5.146447,1,503,Rx d,8,23E43D3E434
5.14657,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.147417,1,504,Rx d,8,811000011
5.148246,1,470,Rx d,6,02102C3E0
5.148413,1,505,Rx d,8,23B3B00000
5.148536,1,7F5,Rx d,8,0FF00000FF
5.148692,1,471,Rx d,6,010000
5.150241,1,470,Rx d,6,00A03C3E0
5.150425,1,E9,Rx d,8,06FFFFF25FE3A0
5.152237,1,470,Rx d,6,0190533D7
5.153416,1,500,Rx d,8,301764009A820
5.154241,1,470,Rx d,6,0204B3E0
5.15436,1,640,Rx d,8,003D70F5057
5.154484,1,501,Rx d,8,30000000
5.154606,1,641,Rx d,8,01205900046
5.154738,1,642,Rx d,8,0007DFF6AF060
5.154873,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.155008,1,652,Rx d,8,00F060FF000
5.155144,1,655,Rx d,8,0180297FFF7FFF
5.15528,1,656,Rx d,8,7FFF00FFFF00
5.155416,1,502,Rx d,8,30000000
5.155538,1,657,Rx d,8,FFEB7FFFFFFF00
5.155675,1,658,Rx d,8,00AFFFA3E000
5.155813,1,659,Rx d,8,FFFFFFFF0000
5.155954,1,630,Rx d,8,01FFFF0A9B00
5.156108,1,631,Rx d,8,00010100010
5.156246,1,632,Rx d,8,7FFF7FFF0110
5.156349,1,470,Rx d,6,00A04B3CF
5.15647,1,503,Rx d,8,323D3E03E3E3E
5.156591,1,633,Rx d,8,104F010000
5.15673,1,634,Rx d,8,07FFFFFFF000
5.156836,1,471,Rx d,6,000000
5.15696,1,460,Rx d,8,000001700
5.15708,1,460,Rx d,8,154C7DC7F77F
5.157202,1,635,Rx d,8,7FFFFFFF1100
5.157322,1,460,Rx d,8,29068601800
5.157445,1,504,Rx d,8,C01111100
5.157568,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.157706,1,644,Rx d,8,0000010016
5.157871,1,645,Rx d,8,00000007F
5.157989,1,2A,Rx d,8,01747906D0D98
5.158114,1,646,Rx d,8,007FFF7FFF00
5.158252,1,647,Rx d,8,007FFF7FFF00
5.158355,1,470,Rx d,6,00A0433CF
5.158479,1,648,Rx d,8,00000000
5.158616,1,670,Rx d,8,1000000A00
5.158755,1,671,Rx d,8,F060FB500100
5.158895,1,672,Rx d,8,00000000
5.159032,1,118,Rx d,8,09018181900
5.159169,1,119,Rx d,8,007FFF1096
5.15926,1,11A,Rx d,3,000
5.159396,1,29,Rx d,8,00000000
5.16008,1,649,Rx d,8,404041FFFF7900
5.160213,1,64A,Rx d,8,0E30032C83D7
5.160316,1,470,Rx d,6,01204B3E8
5.160442,1,64B,Rx d,8,00000000
5.160562,1,E9,Rx d,8,1FE1F1FFEFEFEFE
5.160685,1,64C,Rx d,8,000270000
5.160823,1,64D,Rx d,8,0001010200
5.160962,1,64E,Rx d,8,000120000
5.161096,1,64F,Rx d,8,00EC8C8FFFF04
5.161235,1,650,Rx d,8,96FFFFFFFF00
5.161368,1,651,Rx d,8,FF0FFFF0E3FFFF
5.161505,1,65A,Rx d,8,00004000
5.161642,1,65B,Rx d,8,00000000
5.161782,1,65C,Rx d,8,FFFF000000
5.161919,1,65E,Rx d,8,7FFF7FFF7FFF00
5.162058,1,65F,Rx d,8,003E819000
5.162196,1,480,Rx d,8,4C544320FFFF00
5.162301,1,470,Rx d,6,00A0533F8
5.163415,1,500,Rx d,8,400000000
5.164229,1,470,Rx d,6,01204B3E0
5.164423,1,501,Rx d,8,40000000
5.164548,1,640,Rx d,8,003D70F6057
5.164653,1,471,Rx d,6,000000
5.164775,1,641,Rx d,8,01205900046
5.164908,1,642,Rx d,8,0007DFF6AF060
5.165046,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.165179,1,652,Rx d,8,00F060FF000
5.165315,1,655,Rx d,8,0180297FFF7FFF
5.165439,1,502,Rx d,8,40000000
5.165563,1,656,Rx d,8,7FFF00FFFF00
5.165698,1,657,Rx d,8,FFEB7FFFFFFF00
5.165848,1,658,Rx d,8,012093E800
5.166006,1,659,Rx d,8,FFFFFFFF0000
5.166141,1,630,Rx d,8,01FFFF0A9C00
5.166278,1,631,Rx d,8,00010100010
5.166378,1,470,Rx d,6,02104B3E8
5.166501,1,503,Rx d,8,43E3E00000
5.166626,1,632,Rx d,8,7FFF7FFF0110
5.166777,1,633,Rx d,8,104F010000
5.166915,1,634,Rx d,8,07FFFFFFF000
5.167056,1,635,Rx d,8,7FFFFFFF1100
5.167192,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.168224,1,470,Rx d,6,00A0433E0
5.168509,1,7F5,Rx d,8,0FF00000FF
5.170223,1,470,Rx d,6,01204B3E8
5.170616,1,E9,Rx d,8,200FF453FF0
5.172223,1,470,Rx d,6,00A04B3C7
5.172622,1,471,Rx d,6,000000
5.173427,1,500,Rx d,8,00000000
5.174178,1,640,Rx d,8,003D70F6057
5.174282,1,470,Rx d,6,00A02C3F0
5.174403,1,641,Rx d,8,01205900046
5.174528,1,501,Rx d,8,00000000
5.17465,1,642,Rx d,8,0007CFF6AF060
5.174788,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.174929,1,652,Rx d,8,00F060FF000
5.175065,1,655,Rx d,8,0180297FFF7FFF
5.175202,1,656,Rx d,8,7FFF00FFFF00
5.175337,1,657,Rx d,8,FFEB7FFFFFFF00
5.175459,1,502,Rx d,8,000008E08E
5.175581,1,658,Rx d,8,00A093C700
5.175719,1,659,Rx d,8,FFFFFFFF0000
5.175873,1,630,Rx d,8,01FFFF0A9D00
5.176009,1,631,Rx d,8,00010100010
5.176148,1,632,Rx d,8,7FFF7FFF0110
5.176284,1,633,Rx d,8,104F010000
5.176384,1,470,Rx d,6,01904B3D7
5.176505,1,503,Rx d,8,03E3E00121112
5.17663,1,634,Rx d,8,07FFFFFFF000
5.176765,1,635,Rx d,8,7FFFFFFF1100
5.1769,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.177024,1,460,Rx d,8,000001700
5.177143,1,E0,Rx d,8,EF2E012E6000
5.177263,1,460,Rx d,8,154C7DC7F77F
5.177388,1,644,Rx d,8,0000010012
5.177509,1,460,Rx d,8,29068601800
5.177634,1,504,Rx d,8,11000001
5.177758,1,645,Rx d,8,00000007F
5.177896,1,646,Rx d,8,007FFF7FFF00
5.178035,1,647,Rx d,8,007FFF7FFF00
5.178173,1,648,Rx d,8,00000000
5.178279,1,470,Rx d,6,00A03C3D7
5.178401,1,2A,Rx d,8,1100000C20
5.178516,1,505,Rx d,8,03B3B3C3C3D3B3A
5.17864,1,670,Rx d,8,1000000A00
5.178772,1,671,Rx d,8,F060FB500100
5.17891,1,672,Rx d,8,00000000
5.179043,1,118,Rx d,8,09018181900
5.179176,1,119,Rx d,8,007FFF1096
5.179263,1,11A,Rx d,3,000
5.179399,1,29,Rx d,8,00000000
5.180206,1,470,Rx d,6,00A0533D7
5.1806,1,471,Rx d,6,000000
5.180719,1,E9,Rx d,8,363644100026
5.182208,1,470,Rx d,6,0190533E0
5.183424,1,500,Rx d,8,100000000
5.184039,1,640,Rx d,8,003D70F6057
5.184174,1,641,Rx d,8,01205900046
5.184275,1,470,Rx d,6,00A0433D7
5.184396,1,642,Rx d,8,0007DFF6AF060
5.184522,1,501,Rx d,8,10000000
5.184644,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.184778,1,652,Rx d,8,00F060FF000
5.184918,1,655,Rx d,8,0180297FFF7FFF
5.185056,1,656,Rx d,8,7FFF00FFFF00
5.185193,1,657,Rx d,8,FFE77FFFFFFF00
5.18533,1,658,Rx d,8,0190113E000
5.185453,1,502,Rx d,8,1008E0300
5.185578,1,659,Rx d,8,FFFFFFFF0000
5.185709,1,630,Rx d,8,01FFFF0A9C00
5.185861,1,631,Rx d,8,00010100010
5.185997,1,632,Rx d,8,7FFF7FFF0110
5.186128,1,633,Rx d,8,104F010000
5.186264,1,634,Rx d,8,07FFFFFFF000
5.186368,1,470,Rx d,6,00A0433F0
5.186487,1,503,Rx d,8,13E3D403E43D
5.186609,1,635,Rx d,8,7FFFFFFF1100
5.186744,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.18742,1,504,Rx d,8,410010110
5.188201,1,470,Rx d,6,00A0343F0
5.188407,1,505,Rx d,8,13B3A3B3B3B3B3B
5.188607,1,471,Rx d,6,010000
5.190198,1,470,Rx d,6,0190533E0
5.190487,1,7F5,Rx d,8,0FF00000FF
5.192198,1,470,Rx d,6,01204B3F0
5.194006,1,640,Rx d,8,003D70F6057
5.194142,1,641,Rx d,8,01205900046
5.194245,1,470,Rx d,6,0120433E8
5.194364,1,642,Rx d,8,0007DFF6AF060
5.19449,1,501,Rx d,8,20000000
5.194612,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.194747,1,652,Rx d,8,00F060FF000
5.194882,1,655,Rx d,8,0180297FFF7FFF
5.195018,1,656,Rx d,8,7FFF00FFFF00
5.195154,1,657,Rx d,8,FFEB7FFFFFFF00
5.195293,1,658,Rx d,8,012093F000
5.195412,1,502,Rx d,8,208E008E8E8E
5.195535,1,659,Rx d,8,FFFFFFFF0000
5.195669,1,630,Rx d,8,01FFFF0A9C00
5.195807,1,631,Rx d,8,00010100010
5.195945,1,632,Rx d,8,7FFF7FFF0110
5.196082,1,633,Rx d,8,104F010000
5.196222,1,634,Rx d,8,07FFFFFFF000
5.196325,1,470,Rx d,6,0120433E8
5.196444,1,503,Rx d,8,23E43D3E434
5.196566,1,635,Rx d,8,7FFFFFFF1100
5.196701,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.196807,1,471,Rx d,6,000000
5.196933,1,644,Rx d,8,0000010012
5.197056,1,460,Rx d,8,000001700
5.197177,1,460,Rx d,8,154C7DC7F77F
5.197301,1,645,Rx d,8,00000007F
5.197421,1,460,Rx d,8,29068601800
5.197545,1,504,Rx d,8,811000011
5.19767,1,646,Rx d,8,007FFF7FFF00
5.197816,1,647,Rx d,8,007FFF7FFF00
5.197953,1,648,Rx d,8,00000000
5.198102,1,670,Rx d,8,1000000A00
5.198233,1,671,Rx d,8,F060FB500100
5.198334,1,470,Rx d,6,0190433F0
5.198456,1,505,Rx d,8,23B3B00000
5.198581,1,672,Rx d,8,00000000
5.198715,1,118,Rx d,8,09018181900
5.198841,1,2A,Rx d,8,01747906D0D98
5.198963,1,119,Rx d,8,007FFF1096
5.19905,1,11A,Rx d,3,000
5.199186,1,29,Rx d,8,00000000
5.200185,1,470,Rx d,6,0120343E0
5.20045,1,E9,Rx d,8,06FFFFF25FE3A0
5.202183,1,470,Rx d,6,01204B3E8
5.203415,1,500,Rx d,8,301765009A820
5.204051,1,640,Rx d,8,003D70F6057
5.204188,1,641,Rx d,8,01205900046
5.204289,1,470,Rx d,6,00A05B3CF
5.204409,1,642,Rx d,8,0007DFF6AF060
5.204532,1,501,Rx d,8,30010000
5.204655,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.204761,1,471,Rx d,6,010000
5.204881,1,652,Rx d,8,00F060FF000
5.205018,1,655,Rx d,8,0180297FFF7FFF
5.205155,1,656,Rx d,8,7FFF00FFFF00
5.205291,1,657,Rx d,8,FFEA7FFFFFFF00
5.205421,1,502,Rx d,8,30000000
5.205544,1,658,Rx d,8,012093E800
5.205682,1,659,Rx d,8,FFFFFFFF0000
5.205815,1,630,Rx d,8,01FFFF0A9B00
5.205951,1,631,Rx d,8,00010100010
5.206086,1,632,Rx d,8,7FFF7FFF0110
5.206218,1,633,Rx d,8,104F010000
5.20632,1,470,Rx d,6,0203C3D7
5.20644,1,503,Rx d,8,323D3E03E3E3E
5.206565,1,634,Rx d,8,07FFFFFFF000
5.206698,1,635,Rx d,8,7FFFFFFF1100
5.206832,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.207422,1,504,Rx d,8,C01111100
5.208172,1,470,Rx d,6,00A03C3E8
5.208487,1,7F5,Rx d,8,0FF00000FF
5.210171,1,470,Rx d,6,0120433CF
5.21055,1,E9,Rx d,8,1FE1F1FFEFEFEFE
5.21217,1,470,Rx d,6,0120433CF
5.212562,1,471,Rx d,6,000000
5.213423,1,500,Rx d,8,400000000
5.214111,1,640,Rx d,8,003D70F6057
5.214214,1,470,Rx d,6,020433D7
5.214335,1,641,Rx d,8,01205900046
5.214459,1,501,Rx d,8,40000000
5.21458,1,642,Rx d,8,0007CFF6AF060
5.214717,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.214872,1,652,Rx d,8,00F060FF000
5.215007,1,655,Rx d,8,0180297FFF7FFF
5.215145,1,656,Rx d,8,7FFF00FFFF00
5.215281,1,657,Rx d,8,FFE77FFFFFFF00
5.21542,1,502,Rx d,8,40000000
5.215542,1,658,Rx d,8,012013CF00
5.215681,1,659,Rx d,8,FFFFFFFF0000
5.215815,1,630,Rx d,8,01FFFF0A9E00
5.215951,1,631,Rx d,8,00010100010
5.21609,1,632,Rx d,8,7FFF7FFF0110
5.216225,1,633,Rx d,8,104F010000
5.216327,1,470,Rx d,6,00A03C3F0
5.21645,1,503,Rx d,8,43E3E00000
5.216575,1,634,Rx d,8,07FFFFFFF000
5.21671,1,635,Rx d,8,7FFFFFFF1100
5.216877,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.217002,1,460,Rx d,8,000001700
5.217122,1,460,Rx d,8,154C7DC7F77F
5.217247,1,644,Rx d,8,0000010012
5.217367,1,460,Rx d,8,29068601800
5.217491,1,645,Rx d,8,00000007F
5.217631,1,646,Rx d,8,007FFF7FFF00
5.217769,1,647,Rx d,8,007FFF7FFF00
5.217907,1,648,Rx d,8,00000000
5.218046,1,670,Rx d,8,1000000A00
5.218178,1,671,Rx d,8,F060FB500100
5.218281,1,470,Rx d,6,020433E0
5.218407,1,672,Rx d,8,00000000
5.218542,1,118,Rx d,8,09018181900
5.218675,1,119,Rx d,8,007FFF1096
5.218761,1,11A,Rx d,3,000
5.218926,1,29,Rx d,8,00000000
5.219358,1,2A,Rx d,8,1100000C20
5.220158,1,470,Rx d,6,00A03C3F0
5.220548,1,471,Rx d,6,010000
5.220669,1,E9,Rx d,8,200FF453FF0
5.22216,1,470,Rx d,6,0190433CF
5.223428,1,500,Rx d,8,00000000
5.224085,1,640,Rx d,8,003D70F6057
5.224189,1,470,Rx d,6,01204B3E8
5.22431,1,641,Rx d,8,01205900046
5.224434,1,501,Rx d,8,00000000
5.224554,1,642,Rx d,8,0007DFF6AF060
5.224692,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.224825,1,652,Rx d,8,00F060FF000
5.224961,1,655,Rx d,8,0180297FFF7FFF
5.225098,1,656,Rx d,8,7FFF00FFFF00
5.225235,1,657,Rx d,8,FFE77FFFFFFF00
5.225372,1,658,Rx d,8,019013CF00
5.225493,1,502,Rx d,8,000008E08E
5.225617,1,659,Rx d,8,FFFFFFFF0000
5.225751,1,630,Rx d,8,01FFFF0A9B00
5.225887,1,631,Rx d,8,00010100010
5.226023,1,632,Rx d,8,7FFF7FFF0110
5.226154,1,633,Rx d,8,104F010000
5.226258,1,470,Rx d,6,0120533E0
5.226384,1,634,Rx d,8,07FFFFFFF000
5.226504,1,503,Rx d,8,03E3E00121112
5.226626,1,635,Rx d,8,7FFFFFFF1100
5.22676,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.227423,1,504,Rx d,8,11000001
5.22815,1,470,Rx d,6,0120343CF
5.228326,1,E0,Rx d,8,FF2E012E612E60
5.228441,1,505,Rx d,8,03C3B3B3B3B3A3A
5.228565,1,7F5,Rx d,8,0FF00000FF
5.22867,1,471,Rx d,6,010000
5.230146,1,470,Rx d,6,0120533D7
5.23072,1,E9,Rx d,8,363644100026
5.232146,1,470,Rx d,6,01904B3D7
5.233432,1,500,Rx d,8,100000000
5.234042,1,640,Rx d,8,003D70F5057
5.234147,1,470,Rx d,6,02103C3E8
5.234269,1,641,Rx d,8,01205900046
5.234402,1,642,Rx d,8,0007DFF6AF060
5.234527,1,501,Rx d,8,10000000
5.234651,1,643,Rx d,8,FFFFFFFFFFFFFFFF
5.234786,1,652,Rx d,8,00F060FF000
5.234922,1,655,Rx d,8,0180297FFF7FFF
5.235058,1,656,Rx d,8,7FFF00FFFF00
5.235196,1,657,Rx d,8,FFE77FFFFFFF00
5.235331,1,658,Rx d,8,019093D700
5.235453,1,502,Rx d,8,1008E0300
5.235578,1,659,Rx d,8,FFFFFFFF0000
5.235713,1,630,Rx d,8,01FFFF0A9B00
5.23588,1,631,Rx d,8,00010100010
5.236019,1,632,Rx d,8,7FFF7FFF0110
5.236153,1,633,Rx d,8,104F010000
5.236254,1,470,Rx d,6,0190433D7
5.23638,1,634,Rx d,8,07FFFFFFF000
5.2365,1,503,Rx d,8,13E3D403E43D
5.236622,1,635,Rx d,8,7FFFFFFF1100
5.236728,1,471,Rx d,6,000000
5.236852,1,636,Rx d,8,FFFFFFFF7FFFFFFF
5.236976,1,460,Rx d,8,000001700
5.237096,1,460,Rx d,8,154C7DC7F77F
5.237221,1,644,Rx d,8,0000010012
5.237341,1,460,Rx d,8,29068601800
5.237465,1,504,Rx d,8,410010110
5.23759,1,645,Rx d,8,00000007F
5.237729,1,646,Rx d,8,007FFF7FFF00
5.237882,1,647,Rx d,8,007FFF7FFF00
5.23802,1,648,Rx d,8,00000000
5.238159,1,670,Rx d,8,1000000A00
5.238263,1,470,Rx d,6,0204B3F0
5.238383,1,671,Rx d,8,F060FB500100
